,Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Seats,Price,Company
4794,Maruti Swift VDI,Kolkata,2014,25000,Diesel,Manual,5.0,3.95,Maruti
4795,Skoda Rapid 1.6 TDI Ambition,Hyderabad,2012,180000,Diesel,Manual,5.0,3.65,Skoda
4796,Mercedes-Benz E-Class 280 CDI,Mumbai,2005,131000,Diesel,Automatic,5.0,10.0,Mercedes-Benz
4797,Mahindra Scorpio SLE BSIV,Delhi,2011,65000,Diesel,Manual,8.0,4.0,Mahindra
4798,Nissan Sunny 2011-2014 Diesel XL,Hyderabad,2012,117777,Diesel,Manual,5.0,4.75,Nissan
4799,Maruti Swift Dzire VXi,Bangalore,2009,65000,Petrol,Manual,5.0,3.1,Maruti
4800,Hyundai EON Sportz,Kochi,2017,46897,Petrol,Manual,5.0,3.61,Hyundai
4801,Honda Brio S MT,Coimbatore,2015,36695,Petrol,Manual,5.0,4.29,Honda
4802,Nissan Micra XV Primo,Kolkata,2011,43000,Petrol,Manual,5.0,2.13,Nissan
4803,Maruti Alto LXi BSII,Mumbai,2008,54000,Petrol,Manual,5.0,1.1,Maruti
4804,BMW 3 Series 320d,Hyderabad,2011,89000,Diesel,Automatic,5.0,13.95,BMW
4805,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,7000,Petrol,Manual,5.0,5.35,Volkswagen
4806,Maruti Celerio LXI,Hyderabad,2014,58470,Petrol,Manual,5.0,3.9,Maruti
4807,Maruti Wagon R VXI 1.2,Kolkata,2014,37000,Petrol,Manual,5.0,2.8,Maruti
4808,Maruti Ciaz ZDi Plus,Mumbai,2016,29000,Diesel,Manual,5.0,8.75,Maruti
4809,Audi A4 2.0 TDI,Hyderabad,2013,52000,Diesel,Automatic,5.0,19.5,Audi
4810,Honda Brio S MT,Kolkata,2013,32807,Petrol,Manual,5.0,2.75,Honda
4811,Mahindra Scorpio VLX 2WD AT BSIV,Hyderabad,2013,86000,Diesel,Automatic,8.0,8.0,Mahindra
4812,Honda City i DTEC V,Delhi,2014,66500,Diesel,Manual,5.0,5.7,Honda
4813,BMW X1 sDrive20d,Ahmedabad,2012,94000,Diesel,Automatic,5.0,12.5,BMW
4814,Chevrolet Spark 1.0 LT,Chennai,2011,29000,Petrol,Manual,5.0,1.75,Chevrolet
4815,Ford Figo Diesel EXI,Chennai,2010,107389,Diesel,Manual,5.0,1.9,Ford
4816,Maruti Swift VXI BSIV,Ahmedabad,2015,36100,Petrol,Manual,5.0,4.5,Maruti
4817,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,2015,16329,Diesel,Automatic,5.0,30.3,Mercedes-Benz
4818,Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,2014,36000,Diesel,Automatic,5.0,16.0,Skoda
4819,BMW X3 xDrive20d xLine,Kochi,2017,41816,Diesel,Automatic,5.0,32.78,BMW
4820,Hyundai EON Era Plus,Jaipur,2015,54680,Petrol,Manual,5.0,2.5,Hyundai
4821,Audi A4 35 TDI Technology,Hyderabad,2017,14000,Diesel,Automatic,5.0,43.0,Audi
4822,Ford Figo 2015-2019 1.2P Titanium MT,Kochi,2017,23977,Petrol,Manual,5.0,5.38,Ford
4823,Maruti Alto K10 2010-2014 VXI,Hyderabad,2013,30131,Petrol,Manual,5.0,2.65,Maruti
4824,Maruti Alto 800 2016-2019 VXI,Hyderabad,2017,2530,Petrol,Manual,5.0,3.3,Maruti
4825,Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,2015,39000,Diesel,Automatic,5.0,34.0,Mercedes-Benz
4826,Hyundai Santro D Lite,Chennai,2001,140000,Petrol,Manual,5.0,0.7,Hyundai
4827,Hyundai Xcent 1.1 CRDi S,Kochi,2017,32257,Diesel,Manual,5.0,6.83,Hyundai
4828,Honda Amaze S i-Dtech,Kochi,2016,46983,Diesel,Manual,5.0,5.77,Honda
4829,Maruti Swift Vdi BSIII,Chennai,2008,107000,Diesel,Manual,5.0,3.1,Maruti
4830,Volkswagen Polo 1.2 MPI Comfortline,Mumbai,2017,19000,Petrol,Manual,5.0,4.95,Volkswagen
4831,Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,2013,88000,Diesel,Automatic,5.0,16.25,Audi
4832,Land Rover Range Rover 3.6 TDV8 Vogue SE,Coimbatore,2012,84384,Diesel,Automatic,7.0,52.54,Land
4833,Mahindra XUV500 W8 2WD,Chennai,2011,128000,Diesel,Manual,7.0,6.4,Mahindra
4834,Ford Endeavour 2.5L 4X2,Bangalore,2011,71000,Diesel,Manual,7.0,6.95,Ford
4835,Tata Indica V2 DLX,Kolkata,2008,50000,Diesel,Manual,5.0,0.85,Tata
4836,Maruti Baleno Alpha,Chennai,2016,16000,Petrol,Manual,5.0,6.95,Maruti
4837,Hyundai Xcent 1.1 CRDi Base,Kolkata,2017,82000,Diesel,Manual,5.0,3.45,Hyundai
4838,Honda Civic 2006-2010 1.8 S MT,Delhi,2008,80000,Petrol,Manual,5.0,2.75,Honda
4839,Hyundai i20 Sportz Option 1.2,Delhi,2015,36000,Petrol,Manual,5.0,4.95,Hyundai
4840,Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,2018,17477,Petrol,Manual,5.0,9.62,Tata
4841,Hyundai i20 Sportz 1.2,Coimbatore,2016,16725,Petrol,Manual,5.0,6.79,Hyundai
4842,Maruti Swift Dzire ZXI,Mumbai,2014,48241,Petrol,Manual,5.0,4.5,Maruti
4843,Maruti Wagon R LXI,Kochi,2014,52431,Petrol,Manual,5.0,3.01,Maruti
4844,Hyundai i20 Sportz 1.4 CRDi,Bangalore,2012,68000,Diesel,Manual,5.0,4.4,Hyundai
4845,Toyota Fortuner 4x2 AT,Hyderabad,2012,158000,Diesel,Automatic,7.0,17.49,Toyota
4846,Hyundai i10 Sportz,Coimbatore,2014,31446,Petrol,Manual,5.0,4.66,Hyundai
4847,Hyundai Grand i10 Asta,Chennai,2015,25000,Petrol,Manual,5.0,5.5,Hyundai
4848,Hyundai i20 Asta 1.2,Ahmedabad,2016,57000,Petrol,Manual,5.0,6.0,Hyundai
4849,Hyundai Santro Xing XL AT eRLX Euro II,Hyderabad,2007,76000,Petrol,Automatic,5.0,2.4,Hyundai
4850,Maruti Vitara Brezza ZDi Plus,Kochi,2018,57078,Diesel,Manual,5.0,10.19,Maruti
4851,Honda Amaze S i-Dtech,Kochi,2016,47471,Diesel,Manual,5.0,5.25,Honda
4852,Mercedes-Benz M-Class ML 250 CDI,Hyderabad,2014,50000,Diesel,Automatic,5.0,45.0,Mercedes-Benz
4853,Hyundai i20 Sportz Diesel,Ahmedabad,2010,62000,Diesel,Manual,5.0,2.7,Hyundai
4854,Hyundai i10 Era,Coimbatore,2013,65807,Petrol,Manual,5.0,3.39,Hyundai
4855,Maruti Swift Dzire VDI,Hyderabad,2014,81768,Diesel,Manual,5.0,5.69,Maruti
4856,BMW Z4 2009-2013 Roadster 2.5i,Kochi,2018,9952,Petrol,Automatic,2.0,58.54,BMW
4857,Maruti Baleno Alpha Diesel,Hyderabad,2017,24000,Diesel,Manual,5.0,8.4,Maruti
4858,Chevrolet Beat Diesel,Hyderabad,2012,72921,Diesel,Manual,5.0,2.5,Chevrolet
4859,Honda Brio V MT,Pune,2012,59000,Petrol,Manual,5.0,3.25,Honda
4860,Ford Figo Diesel Titanium,Mumbai,2014,33000,Diesel,Manual,5.0,3.25,Ford
4861,Maruti Celerio VXI AT,Pune,2016,36789,Petrol,Automatic,5.0,4.25,Maruti
4862,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Jaipur,2014,41000,Diesel,Automatic,5.0,18.5,Mercedes-Benz
4863,Hyundai Santro Xing XL AT eRLX Euro III,Hyderabad,2007,71000,Petrol,Automatic,5.0,2.4,Hyundai
4864,Honda Brio S MT,Jaipur,2015,46650,Petrol,Manual,5.0,4.25,Honda
4865,Maruti Baleno Alpha CVT,Mumbai,2018,3000,Petrol,Automatic,5.0,8.85,Maruti
4866,Hyundai EON Sportz,Coimbatore,2014,14799,Petrol,Manual,5.0,4.14,Hyundai
4867,Toyota Prius 2009-2016 Z4,Mumbai,2011,44000,Electric,Automatic,5.0,12.75,Toyota
4868,Hyundai i20 1.4 CRDi Sportz,Hyderabad,2015,68525,Diesel,Manual,5.0,7.0,Hyundai
4869,Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2018,15000,Diesel,Automatic,7.0,33.0,Ford
4870,Honda City i-VTEC VX,Ahmedabad,2017,29000,Petrol,Manual,5.0,10.0,Honda
4871,Maruti SX4 ZDI,Kochi,2012,77407,Diesel,Manual,5.0,3.53,Maruti
4872,Chevrolet Optra Magnum 1.6 LS Petrol,Jaipur,2007,118000,Petrol,Manual,5.0,1.35,Chevrolet
4873,Volkswagen Vento Diesel Highline,Delhi,2013,75000,Diesel,Manual,5.0,4.5,Volkswagen
4874,Honda City V MT,Pune,2012,69000,Petrol,Manual,5.0,4.9,Honda
4875,Hyundai Creta 1.6 CRDi SX Option,Kochi,2016,52553,Diesel,Manual,5.0,12.26,Hyundai
4876,Hyundai Xcent 1.1 CRDi SX,Mumbai,2014,58000,Diesel,Manual,5.0,3.99,Hyundai
4877,Mercedes-Benz GLC 220d 4MATIC Style,Mumbai,2017,24000,Diesel,Automatic,5.0,46.95,Mercedes-Benz
4878,Ford Figo Diesel EXI,Hyderabad,2015,65542,Diesel,Manual,5.0,3.8,Ford
4879,Volkswagen Jetta 2007-2011 2.0 TDI Trendline,Ahmedabad,2013,68008,Diesel,Manual,5.0,6.75,Volkswagen
4880,Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,22251,Diesel,Manual,7.0,8.75,Mahindra
4881,Ford Ecosport 1.5 Ti VCT MT Titanium,Chennai,2013,55000,Petrol,Manual,5.0,5.2,Ford
4882,Hyundai Verna 1.6 SX VTVT (O),Kochi,2017,19387,Petrol,Manual,5.0,8.42,Hyundai
4883,Maruti Wagon R LXI CNG,Pune,2014,58000,CNG,Manual,5.0,3.0,Maruti
4884,Hyundai i20 Sportz 1.2,Mumbai,2016,24001,Petrol,Manual,5.0,5.75,Hyundai
4885,Audi A4 New 2.0 TDI Multitronic,Kolkata,2008,17000,Diesel,Automatic,5.0,9.75,Audi
4886,Nissan Micra Active XV S,Delhi,2015,28500,Petrol,Manual,5.0,3.5,Nissan
4887,Mercedes-Benz M-Class ML 250 CDI,Jaipur,2014,66000,Diesel,Automatic,5.0,30.0,Mercedes-Benz
4888,Land Rover Discovery Sport TD4 S,Delhi,2017,22000,Diesel,Automatic,5.0,35.0,Land
4889,Hyundai Creta 1.6 SX Option Executive,Coimbatore,2018,44383,Petrol,Manual,5.0,13.25,Hyundai
4890,Skoda Rapid 1.6 TDI Active,Mumbai,2013,45000,Diesel,Manual,5.0,3.65,Skoda
4891,Maruti Swift Dzire VDI,Jaipur,2015,58000,Diesel,Manual,5.0,5.25,Maruti
4892,Hyundai Creta 1.6 SX,Delhi,2016,69000,Petrol,Manual,5.0,9.7,Hyundai
4893,Hyundai Grand i10 CRDi Sportz,Coimbatore,2017,60993,Diesel,Manual,5.0,5.21,Hyundai
4894,Mahindra TUV 300 T8,Pune,2016,67000,Diesel,Manual,7.0,6.3,Mahindra
4895,Hyundai Grand i10 CRDi Sportz,Kochi,2014,51134,Diesel,Manual,5.0,4.72,Hyundai
4896,BMW X5 xDrive 30d,Chennai,2011,55000,Diesel,Automatic,5.0,28.0,BMW
4897,Maruti Dzire AMT VDI,Coimbatore,2018,25082,Diesel,Automatic,5.0,8.37,Maruti
4898,Toyota Fortuner 4x4 MT,Delhi,2012,68350,Diesel,Manual,7.0,14.0,Toyota
4899,Audi A6 2011-2015 35 TDI Technology,Hyderabad,2015,50000,Diesel,Automatic,5.0,36.0,Audi
4900,Honda Jazz 1.5 V i DTEC,Pune,2015,97000,Diesel,Manual,5.0,6.4,Honda
4901,Audi Q7 4.2 TDI Quattro Technology,Coimbatore,2015,56238,Diesel,Automatic,7.0,51.69,Audi
4902,Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,Jaipur,2014,72618,Diesel,Manual,7.0,8.0,Mahindra
4903,Chevrolet Cruze LTZ,Hyderabad,2012,62005,Diesel,Manual,5.0,9.8,Chevrolet
4904,Chevrolet Beat Diesel LT,Hyderabad,2012,61250,Diesel,Manual,5.0,2.7,Chevrolet
4905,Audi A4 35 TDI Premium Plus,Coimbatore,2014,28469,Diesel,Automatic,5.0,24.37,Audi
4906,Skoda Rapid 1.6 MPI AT Style,Kochi,2018,21488,Petrol,Automatic,5.0,9.72,Skoda
4907,Maruti Swift Dzire VDI,Pune,2014,197000,Diesel,Manual,5.0,5.0,Maruti
4908,Toyota Fortuner 3.0 Diesel,Pune,2009,138205,Diesel,Manual,7.0,10.5,Toyota
4909,Maruti Swift VDI,Jaipur,2012,160000,Diesel,Manual,5.0,3.9,Maruti
4910,Honda City 1.5 V MT Exclusive,Coimbatore,2012,67590,Petrol,Manual,5.0,5.65,Honda
4911,Mercedes-Benz M-Class ML 250 CDI,Mumbai,2012,52000,Diesel,Automatic,5.0,29.95,Mercedes-Benz
4912,Maruti Swift Ldi BSIII,Bangalore,2008,100000,Diesel,Manual,5.0,3.0,Maruti
4913,Ford Aspire Titanium Diesel,Kolkata,2017,60048,Diesel,Manual,5.0,6.0,Ford
4914,Hyundai i10 Sportz,Mumbai,2009,48000,Petrol,Manual,5.0,2.11,Hyundai
4915,Maruti Alto LXi,Jaipur,2011,100000,Petrol,Manual,5.0,1.5,Maruti
4916,Toyota Etios Liva GD,Coimbatore,2013,62601,Diesel,Manual,5.0,4.67,Toyota
4917,Maruti Swift VXI BSIV,Bangalore,2006,80010,Petrol,Manual,5.0,2.85,Maruti
4918,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Coimbatore,2017,26493,Diesel,Automatic,5.0,33.64,Mercedes-Benz
4919,Tata Indica V2 DLE BSIII,Hyderabad,2011,96000,Diesel,Manual,5.0,0.91,Tata
4920,Maruti Alto 800 VXI,Jaipur,2014,45700,Petrol,Manual,5.0,2.42,Maruti
4921,Skoda Superb 2.8 V6 AT,Kolkata,2005,13000,Petrol,Automatic,5.0,3.25,Skoda
4922,Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2013,38000,Petrol,Manual,5.0,2.8,Volkswagen
4923,Maruti Dzire AMT ZXI Plus,Coimbatore,2019,8018,Petrol,Automatic,5.0,8.3,Maruti
4924,Mahindra Scorpio VLX,Bangalore,2010,144400,Diesel,Manual,8.0,5.25,Mahindra
4925,Maruti Swift Vdi BSIII,Jaipur,2010,152000,Diesel,Manual,5.0,2.9,Maruti
4926,BMW 3 Series 320d Prestige,Pune,2013,71000,Diesel,Automatic,5.0,15.0,BMW
4927,Tata Nano STD SE,Jaipur,2012,80000,Petrol,Manual,4.0,0.53,Tata
4928,Toyota Innova 2.5 VX (Diesel) 8 Seater,Mumbai,2014,87143,Diesel,Manual,8.0,12.5,Toyota
4929,Honda Brio S Option MT,Mumbai,2012,25000,Petrol,Manual,5.0,2.75,Honda
4930,Tata Tiago AMT 1.2 Revotron XZA,Pune,2018,2000,Petrol,Automatic,5.0,5.0,Tata
4931,Mahindra Scorpio SLE BSIV,Kochi,2014,45239,Diesel,Manual,8.0,7.09,Mahindra
4932,BMW 5 Series 2003-2012 525d,Hyderabad,2011,101999,Diesel,Automatic,5.0,19.99,BMW
4933,Toyota Corolla Altis D-4D GL,Mumbai,2014,74219,Diesel,Manual,5.0,10.75,Toyota
4934,Honda City i VTEC CVT VX,Mumbai,2016,25000,Petrol,Automatic,5.0,9.45,Honda
4935,Hyundai Verna CRDi 1.6 SX Option,Hyderabad,2008,109606,Diesel,Manual,5.0,2.9,Hyundai
4936,Maruti Swift Dzire VDI Optional,Kolkata,2015,36000,Diesel,Manual,5.0,4.7,Maruti
4937,Maruti Ciaz ZXi,Coimbatore,2016,41810,Petrol,Manual,5.0,7.11,Maruti
4938,Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,2014,93321,Diesel,Manual,5.0,6.25,Ford
4939,Maruti Alto K10 2010-2014 VXI,Hyderabad,2011,81000,Petrol,Manual,5.0,2.2,Maruti
4940,Honda Amaze V CVT Petrol,Kochi,2019,25717,Petrol,Automatic,5.0,8.86,Honda
4941,Mahindra XUV500 W6 2WD,Delhi,2015,37000,Diesel,Manual,7.0,9.3,Mahindra
4942,Mahindra TUV 300 2015-2019 T8,Coimbatore,2017,56380,Diesel,Manual,7.0,7.57,Mahindra
4943,Honda Jazz VX,Chennai,2017,8000,Petrol,Manual,5.0,7.9,Honda
4944,Maruti Swift VXI BSIII W/ ABS,Kochi,2018,14589,Petrol,Manual,5.0,5.65,Maruti
4945,Volkswagen Polo Petrol Highline 1.2L,Delhi,2013,65088,Petrol,Manual,5.0,3.25,Volkswagen
4946,Hyundai Creta 1.6 SX Option Diesel,Coimbatore,2019,24864,Diesel,Manual,5.0,16.27,Hyundai
4947,Chevrolet Beat LS,Coimbatore,2011,64831,Petrol,Manual,5.0,3.21,Chevrolet
4948,Honda Amaze VX i-DTEC,Kolkata,2013,38001,Diesel,Manual,5.0,3.9,Honda
4949,Mercedes-Benz E-Class 230 E AT,Mumbai,2008,77000,Petrol,Automatic,5.0,6.5,Mercedes-Benz
4950,BMW 5 Series 530d M Sport,Hyderabad,2016,27000,Diesel,Automatic,5.0,48.0,BMW
4951,Audi A3 35 TDI Premium Plus,Mumbai,2016,39000,Diesel,Automatic,5.0,18.9,Audi
4952,Maruti Swift Dzire VDI,Pune,2015,131000,Diesel,Manual,5.0,3.6,Maruti
4953,Maruti Swift Dzire VDI,Kolkata,2015,43000,Diesel,Manual,5.0,5.5,Maruti
4954,Toyota Innova 2.5 V Diesel 7-seater,Pune,2011,68000,Diesel,Manual,7.0,7.0,Toyota
4955,BMW X3 xDrive20d,Bangalore,2016,45165,Diesel,Automatic,5.0,41.75,BMW
4956,BMW 5 Series 2003-2012 525d,Hyderabad,2007,120000,Diesel,Automatic,5.0,10.5,BMW
4957,Mahindra XUV500 W8 2WD,Coimbatore,2014,86091,Diesel,Manual,7.0,10.09,Mahindra
4958,Honda City 1.5 S MT,Delhi,2009,71499,Petrol,Manual,5.0,3.0,Honda
4959,Force One LX 4x4,Chennai,2014,50000,Diesel,Manual,7.0,12.0,Force
4960,Volkswagen Polo 1.5 TDI Comfortline,Jaipur,2015,66000,Diesel,Manual,5.0,4.91,Volkswagen
4961,Honda Jazz S,Kolkata,2010,45000,Petrol,Manual,5.0,2.0,Honda
4962,Toyota Etios Liva GD SP,Hyderabad,2015,69189,Diesel,Manual,5.0,5.3,Toyota
4963,Nissan Terrano XV Premium 110 PS,Mumbai,2014,40206,Diesel,Manual,5.0,7.22,Nissan
4964,BMW X3 xDrive 20d xLine,Kochi,2017,36723,Diesel,Automatic,5.0,32.57,BMW
4965,Hyundai i20 1.2 Magna,Mumbai,2010,57500,Petrol,Manual,5.0,2.75,Hyundai
4966,Maruti Eeco 5 STR With AC Plus HTR CNG,Kochi,2018,43912,CNG,Manual,5.0,4.33,Maruti
4967,Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2011,52000,Diesel,Manual,5.0,3.75,Ford
4968,Honda City 1.5 V AT,Kochi,2014,60952,Petrol,Automatic,5.0,5.91,Honda
4969,Maruti Swift VDI BSIV,Chennai,2013,87192,Diesel,Manual,5.0,4.35,Maruti
4970,Hyundai Grand i10 CRDi SportZ Edition,Delhi,2014,58000,Diesel,Manual,5.0,3.25,Hyundai
4971,Audi Q7 45 TDI Quattro Technology,Pune,2017,59500,Diesel,Automatic,7.0,68.0,Audi
4972,Volkswagen Ameo 1.2 MPI Highline 16 Alloy,Mumbai,2016,16650,Petrol,Manual,5.0,5.5,Volkswagen
4973,Honda City i VTEC CVT VX,Kochi,2018,34696,Petrol,Automatic,5.0,12.08,Honda
4974,Maruti Baleno Alpha 1.3,Kochi,2018,42243,Diesel,Manual,5.0,7.48,Maruti
4975,Hyundai Grand i10 CRDi Sportz,Jaipur,2016,57824,Diesel,Manual,5.0,5.5,Hyundai
4976,Maruti Swift Dzire VDi,Jaipur,2011,110000,Diesel,Manual,5.0,3.5,Maruti
4977,Land Rover Freelander 2 TD4 HSE,Delhi,2013,72000,Diesel,Automatic,5.0,15.5,Land
4978,Toyota Fortuner 3.0 Diesel,Hyderabad,2013,63455,Diesel,Manual,7.0,19.0,Toyota
4979,Honda Jazz VX Diesel,Hyderabad,2017,17151,Diesel,Manual,5.0,8.4,Honda
4980,Maruti Vitara Brezza LDi Option,Pune,2016,31001,Diesel,Manual,5.0,7.25,Maruti
4981,Maruti Swift Dzire VDI,Kolkata,2014,42109,Diesel,Manual,5.0,4.25,Maruti
4982,Skoda Rapid 1.5 TDI AT Elegance,Delhi,2015,55000,Diesel,Automatic,5.0,5.7,Skoda
4983,Land Rover Freelander 2 TD4 SE,Hyderabad,2013,46000,Diesel,Automatic,5.0,26.0,Land
4984,Maruti Alto 800 LXI,Hyderabad,2013,30852,Petrol,Manual,5.0,2.49,Maruti
4985,Volkswagen Polo Petrol Highline 1.2L,Pune,2011,65000,Petrol,Manual,5.0,3.0,Volkswagen
4986,Honda City i DTEC SV,Delhi,2015,65000,Diesel,Manual,5.0,5.95,Honda
4987,Maruti Swift Dzire LDI,Delhi,2013,72000,Diesel,Manual,5.0,2.69,Maruti
4988,Audi A4 2.0 TDI 177 Bhp Technology Edition,Bangalore,2014,29000,Diesel,Automatic,5.0,26.0,Audi
4989,Honda City i VTEC VX,Kolkata,2015,32000,Petrol,Manual,5.0,5.5,Honda
4990,Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,2016,29875,Petrol,Manual,5.0,4.85,Ford
4991,Maruti Vitara Brezza LDi,Kochi,2018,32539,Diesel,Manual,5.0,8.39,Maruti
4992,Renault Duster 110PS Diesel RxL,Hyderabad,2015,83090,Diesel,Manual,5.0,7.99,Renault
4993,Hyundai i20 Active 1.4 SX,Hyderabad,2016,62679,Diesel,Manual,5.0,6.95,Hyundai
4994,Mahindra Logan Petrol 1.4 GLE,Mumbai,2010,93000,Petrol,Manual,5.0,1.5,Mahindra
4995,Honda City ZX GXi,Mumbai,2006,44000,Petrol,Manual,5.0,1.55,Honda
4996,Ford Figo Petrol EXI,Bangalore,2010,78400,Petrol,Manual,5.0,2.75,Ford
4997,Renault Duster Petrol RxL,Mumbai,2014,71300,Petrol,Manual,5.0,4.25,Renault
4998,Hyundai i10 Sportz 1.2,Kolkata,2015,18000,Petrol,Manual,5.0,2.85,Hyundai
4999,Land Rover Discovery Sport TD4 HSE 7S,Coimbatore,2019,24013,Diesel,Automatic,7.0,56.14,Land
5000,Audi Q5 2008-2012 2.0 TFSI Quattro,Ahmedabad,2009,99100,Petrol,Automatic,5.0,10.0,Audi
5001,Maruti Versa DX2 BS II,Mumbai,2003,62000,Petrol,Manual,8.0,1.25,Maruti
5002,Maruti Swift Dzire ZDI,Kolkata,2017,14000,Diesel,Manual,5.0,7.5,Maruti
5003,Audi A4 2.0 TDI Premium Sport Limited Edition,Coimbatore,2015,44811,Diesel,Automatic,5.0,25.81,Audi
5004,Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2014,44000,Petrol,Manual,5.0,4.3,Volkswagen
5005,Toyota Fortuner 3.0 Diesel,Chennai,2010,136000,Diesel,Manual,7.0,11.0,Toyota
5006,Toyota Fortuner 3.0 Diesel,Jaipur,2010,144113,Diesel,Manual,7.0,11.75,Toyota
5007,Honda Accord 2.4 MT,Coimbatore,2012,94989,Petrol,Manual,5.0,6.58,Honda
5008,Maruti Swift ZDi,Chennai,2012,58133,Diesel,Manual,5.0,4.8,Maruti
5009,Skoda Fabia 1.2 MPI Classic,Pune,2008,61000,Petrol,Manual,5.0,1.65,Skoda
5010,Jeep Compass 2.0 Sport,Kolkata,2017,27000,Diesel,Manual,5.0,15.0,Jeep
5011,Tata Nano Twist XT,Ahmedabad,2014,18050,Petrol,Manual,4.0,1.0,Tata
5012,Ford Fiesta 1.6 ZXi ABS,Hyderabad,2007,145277,Petrol,Manual,5.0,1.65,Ford
5013,Maruti Celerio ZDi,Ahmedabad,2015,42000,Diesel,Manual,5.0,3.6,Maruti
5014,Toyota Fortuner 3.0 Diesel,Delhi,2011,86000,Diesel,Manual,7.0,11.5,Toyota
5015,Maruti Celerio ZDi,Ahmedabad,2015,42150,Diesel,Manual,5.0,3.6,Maruti
5016,Hyundai EON Era Plus,Pune,2015,30158,Petrol,Manual,5.0,3.05,Hyundai
5017,Ford Fiesta Diesel Trend,Bangalore,2011,47000,Diesel,Manual,5.0,6.0,Ford
5018,Volkswagen Polo 1.2 MPI Comfortline,Ahmedabad,2013,39000,Petrol,Manual,5.0,3.75,Volkswagen
5019,Volkswagen Polo 1.2 MPI Comfortline,Coimbatore,2016,32125,Petrol,Manual,5.0,6.17,Volkswagen
5020,Maruti Vitara Brezza ZDi,Coimbatore,2017,58829,Diesel,Manual,5.0,9.05,Maruti
5021,Honda Brio S MT,Coimbatore,2013,67559,Petrol,Manual,5.0,4.05,Honda
5022,Maruti Swift Dzire VXi,Pune,2013,55000,Petrol,Manual,5.0,4.25,Maruti
5023,Maruti Celerio LXI MT,Kolkata,2018,30000,Petrol,Manual,5.0,3.75,Maruti
5024,Hyundai Creta 1.6 SX Plus Petrol Automatic,Mumbai,2016,28000,Petrol,Automatic,5.0,11.85,Hyundai
5025,Ford Ecosport 1.5 DV5 MT Titanium,Kochi,2016,31826,Diesel,Manual,5.0,8.24,Ford
5026,Maruti Swift VDI BSIV W ABS,Hyderabad,2016,64000,Diesel,Manual,5.0,5.99,Maruti
5027,Honda CR-V RVi MT,Jaipur,2008,100009,Petrol,Manual,5.0,6.5,Honda
5028,Land Rover Discovery Sport SD4 HSE Luxury 7S,Coimbatore,2019,17201,Diesel,Automatic,7.0,58.91,Land
5029,Mahindra XUV500 W8 2WD,Delhi,2014,74345,Diesel,Manual,7.0,8.0,Mahindra
5030,Volkswagen Polo 1.2 MPI Highline,Kochi,2015,58134,Petrol,Manual,5.0,4.64,Volkswagen
5031,Hyundai i10 Magna AT,Kochi,2010,30566,Petrol,Automatic,5.0,3.32,Hyundai
5032,Hyundai i10 Magna 1.2,Chennai,2012,55231,Petrol,Manual,5.0,2.78,Hyundai
5033,Chevrolet Cruze LTZ AT,Kochi,2016,67774,Diesel,Automatic,5.0,8.95,Chevrolet
5034,Mercedes-Benz E-Class E 200 CGI,Mumbai,2013,50319,Petrol,Automatic,5.0,21.95,Mercedes-Benz
5035,Hyundai Sonata 2.4 GDI,Ahmedabad,2013,45000,Petrol,Manual,5.0,7.9,Hyundai
5036,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Kolkata,2007,43627,Petrol,Automatic,5.0,29.0,Mercedes-Benz
5037,Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2013,45000,Diesel,Manual,5.0,3.25,Volkswagen
5038,Honda City i VTEC SV,Mumbai,2014,10500,Petrol,Manual,5.0,5.9,Honda
5039,Maruti Vitara Brezza ZDi,Coimbatore,2017,21789,Diesel,Manual,5.0,9.88,Maruti
5040,Hyundai Elite i20 Asta Option,Coimbatore,2019,21134,Petrol,Manual,5.0,8.78,Hyundai
5041,Tata New Safari Dicor EX 4X2,Kolkata,2011,90000,Diesel,Manual,7.0,2.75,Tata
5042,Nissan Sunny 2011-2014 Diesel XL,Kochi,2014,51553,Diesel,Manual,5.0,5.98,Nissan
5043,BMW 3 Series 330 Ci Convertible,Delhi,2011,31000,Petrol,Automatic,5.0,31.0,BMW
5044,Toyota Corolla 1.8 J,Delhi,2011,67422,Petrol,Manual,5.0,3.55,Toyota
5045,Hyundai Verna 1.6 SX,Kochi,2015,60519,Diesel,Manual,5.0,6.24,Hyundai
